date,open,high,low,close,volume
2022-11-01,234.05,237.3951,227.28,227.82,62688822
2022-11-02,226.04,227.8699,214.82,214.98,63070293
2022-11-03,211.36,221.2,210.14,215.31,56538848
2022-11-04,222.6,223.8,203.08,207.47,98622212
2022-11-07,208.65,208.9,196.66,197.08,93916520
2022-11-08,194.02,195.2,186.75,191.3,128803404
2022-11-09,190.775,195.89,177.12,177.59,127062659
2022-11-10,189.9,191,180.03,190.72,132703015
2022-11-11,186,196.52,182.59,195.97,114403575
2022-11-14,192.77,195.73,186.34,190.95,92226649
2022-11-15,195.88,200.8237,192.06,194.42,91293785
2022-11-16,191.51,192.57,185.66,186.92,66567599
2022-11-17,183.96,186.16,180.9,183.17,64335970
2022-11-18,185.05,185.19,176.55,180.19,76048866
2022-11-21,175.85,176.77,167.54,167.87,92882712
2022-11-22,168.63,170.92,166.185,169.91,78452327
2022-11-23,173.57,183.62,172.5,183.2,109536709
2022-11-25,185.06,185.2,180.63,182.86,50672739
2022-11-28,179.96,188.5,179,182.92,93038148
2022-11-29,184.99,186.38,178.75,180.83,83357111
2022-11-30,182.43,194.76,180.6301,194.7,109186404
2022-12-01,197.08,198.92,191.8,194.7,80046213
2022-12-02,191.78,196.25,191.11,194.86,73645922
2022-12-05,189.44,191.27,180.55,182.45,93122667
2022-12-06,181.215,183.65,175.33,179.82,92150823
2022-12-07,175.03,179.38,172.218,174.04,84213284
2022-12-08,172.2,175.2,169.06,173.44,97624491
2022-12-09,173.84,182.5,173.36,179.05,104872336
2022-12-12,176.1,177.37,167.52,167.82,109794471
2022-12-13,174.87,175.05,156.91,160.95,175862722
2022-12-14,159.25,161.62,155.31,156.8,140682338
2022-12-15,153.44,160.9299,153.28,157.67,122334459
2022-12-16,159.635,160.99,150.04,150.23,139032175
2022-12-19,154,155.25,145.82,149.87,139390634
2022-12-20,146.05,148.47,137.66,137.8,159563267
2022-12-21,139.335,141.26,135.89,137.57,145417412
2022-12-22,136,136.63,122.26,125.35,210090250
2022-12-23,126.37,128.6173,121.02,123.15,166989688
2022-12-27,117.495,119.67,108.76,109.1,208643444
2022-12-28,110.35,116.27,108.24,112.71,221070537
2022-12-29,120.385,123.57,117.495,121.82,221923313
2022-12-30,119.95,124.48,119.75,123.18,157777339
2023-01-03,118.47,118.8,104.64,108.1,231402818
2023-01-04,109.11,114.59,107.52,113.64,180388976
2023-01-05,110.51,111.75,107.1601,110.34,157986324
2023-01-06,103,114.39,101.81,113.06,220911051
2023-01-09,118.96,123.52,117.11,119.77,190283951
2023-01-10,121.07,122.76,114.92,118.85,167642485
2023-01-11,122.09,125.95,120.51,123.22,183810771
2023-01-12,122.56,124.1311,117,123.56,169400913
